checkpoint_id,domain,checkpoint_question,expected_standard,actual_observation,score_0_100,severity_P0_P1_P2_P3,confidence_low_medium_high,evidence_ids,evidence_files,recommendation,fix_effort_XS_S_M_L_XL,business_impact_low_medium_high_critical,risk_if_ignored,visual_change_risk_none_minor_major,blocks_launch_yes_no
CP-07-20,"Responsiveness across mobile, tablet, laptop, desktop, and low-end devices","Does Responsiveness across mobile, tablet, laptop, desktop, and low-end devices meet the launch standard for order payment shipment status?","Evidence-backed production readiness for order payment shipment status, preserving current visual design unless necessary.",Responsive classes exist; device behavior not browser-verified.,62,P2,low,E045;E054,browser rendering/Core Web Vitals; live buyer/seller/admin flows,Keep order payment shipment status under regression coverage and improve where noted.,XS,medium,May reduce polish or scalability if left unmonitored.,minor,no
CP-07-21,"Responsiveness across mobile, tablet, laptop, desktop, and low-end devices","Does Responsiveness across mobile, tablet, laptop, desktop, and low-end devices meet the launch standard for rate limiting?","Evidence-backed production readiness for rate limiting, preserving current visual design unless necessary.",In-memory route limiter exists but is not distributed.,58,P1,low,E008,src/backend/security/rate-limit.ts,Fix rate limiting before launch or before enabling related feature.,S,medium,Launch risk remains around rate limiting.,minor,no
CP-07-22,"Responsiveness across mobile, tablet, laptop, desktop, and low-end devices","Does Responsiveness across mobile, tablet, laptop, desktop, and low-end devices meet the launch standard for CSRF and origin control?","Evidence-backed production readiness for CSRF and origin control, preserving current visual design unless necessary.",No explicit CSRF token or Origin/Referer check found in sampled custom mutation APIs.,55,P1,low,E060,custom mutation CSRF/origin scan,Fix CSRF and origin control before launch or before enabling related feature.,S,medium,Launch risk remains around CSRF and origin control.,minor,no
CP-07-23,"Responsiveness across mobile, tablet, laptop, desktop, and low-end devices","Does Responsiveness across mobile, tablet, laptop, desktop, and low-end devices meet the launch standard for secret exposure?","Evidence-backed production readiness for secret exposure, preserving current visual design unless necessary.",Responsive classes exist; device behavior not browser-verified.,62,P2,low,E045;E054,browser rendering/Core Web Vitals; live buyer/seller/admin flows,Keep secret exposure under regression coverage and improve where noted.,XS,medium,May reduce polish or scalability if left unmonitored.,minor,no
CP-07-24,"Responsiveness across mobile, tablet, laptop, desktop, and low-end devices","Does Responsiveness across mobile, tablet, laptop, desktop, and low-end devices meet the launch standard for console and logging hygiene?","Evidence-backed production readiness for console and logging hygiene, preserving current visual design unless necessary.",Responsive classes exist; device behavior not browser-verified.,62,P2,low,E045;E054,browser rendering/Core Web Vitals; live buyer/seller/admin flows,Keep console and logging hygiene under regression coverage and improve where noted.,XS,medium,May reduce polish or scalability if left unmonitored.,minor,no
CP-07-25,"Responsiveness across mobile, tablet, laptop, desktop, and low-end devices","Does Responsiveness across mobile, tablet, laptop, desktop, and low-end devices meet the launch standard for type safety?","Evidence-backed production readiness for type safety, preserving current visual design unless necessary.",Responsive classes exist; device behavior not browser-verified.,62,P2,low,E045;E054,browser rendering/Core Web Vitals; live buyer/seller/admin flows,Keep type safety under regression coverage and improve where noted.,XS,medium,May reduce polish or scalability if left unmonitored.,minor,no
CP-07-26,"Responsiveness across mobile, tablet, laptop, desktop, and low-end devices","Does Responsiveness across mobile, tablet, laptop, desktop, and low-end devices meet the launch standard for duplicate or dead code risk?","Evidence-backed production readiness for duplicate or dead code risk, preserving current visual design unless necessary.",Responsive classes exist; device behavior not browser-verified.,62,P2,low,E045;E054,browser rendering/Core Web Vitals; live buyer/seller/admin flows,Keep duplicate or dead code risk under regression coverage and improve where noted.,XS,medium,May reduce polish or scalability if left unmonitored.,minor,no
CP-07-27,"Responsiveness across mobile, tablet, laptop, desktop, and low-end devices","Does Responsiveness across mobile, tablet, laptop, desktop, and low-end devices meet the launch standard for README and implementation alignment?","Evidence-backed production readiness for README and implementation alignment, preserving current visual design unless necessary.",Responsive classes exist; device behavior not browser-verified.,62,P2,low,E045;E054,browser rendering/Core Web Vitals; live buyer/seller/admin flows,Keep README and implementation alignment under regression coverage and improve where noted.,XS,medium,May reduce polish or scalability if left unmonitored.,minor,no
CP-07-28,"Responsiveness across mobile, tablet, laptop, desktop, and low-end devices","Does Responsiveness across mobile, tablet, laptop, desktop, and low-end devices meet the launch standard for accessibility controls?","Evidence-backed production readiness for accessibility controls, preserving current visual design unless necessary.",Responsive classes exist; device behavior not browser-verified.,62,P2,low,E045;E054,browser rendering/Core Web Vitals; live buyer/seller/admin flows,Keep accessibility controls under regression coverage and improve where noted.,XS,medium,May reduce polish or scalability if left unmonitored.,minor,no
CP-07-29,"Responsiveness across mobile, tablet, laptop, desktop, and low-end devices","Does Responsiveness across mobile, tablet, laptop, desktop, and low-end devices meet the launch standard for mobile layout behavior?","Evidence-backed production readiness for mobile layout behavior, preserving current visual design unless necessary.",Responsive classes exist; device behavior not browser-verified.,62,P2,low,E045;E054,browser rendering/Core Web Vitals; live buyer/seller/admin flows,Keep mobile layout behavior under regression coverage and improve where noted.,XS,medium,May reduce polish or scalability if left unmonitored.,minor,no
CP-07-30,"Responsiveness across mobile, tablet, laptop, desktop, and low-end devices","Does Responsiveness across mobile, tablet, laptop, desktop, and low-end devices meet the launch standard for Bangladesh localization?","Evidence-backed production readiness for Bangladesh localization, preserving current visual design unless necessary.",Responsive classes exist; device behavior not browser-verified.,62,P2,low,E045;E054,browser rendering/Core Web Vitals; live buyer/seller/admin flows,Keep Bangladesh localization under regression coverage and improve where noted.,XS,medium,May reduce polish or scalability if left unmonitored.,minor,no
